Replicate Algorithm Instance Group Result
16 2 70 14 743.165
16 2 71 15 587.573
16 2 72 15 583.651
16 2 73 15 664.523
16 2 74 15 719.853
16 2 75 15 859.446
16 2 76 16 386.399
16 2 77 16 411.016
16 2 78 16 417.71
16 2 79 16 440.496
16 2 80 16 444.527
16 2 81 17 389.154
16 2 82 17 430.508
16 2 83 17 445.631
16 2 84 17 454.395
16 2 85 17 474.937
16 2 86 18 780.765
16 2 87 18 766.403
16 2 88 18 775.425
16 2 89 18 796.229
16 2 90 18 808.508
16 2 91 19 476.901
16 2 92 19 498.752
16 2 93 19 504.782
16 2 94 19 543.032
16 2 95 19 575.049
16 2 96 20 259.553
16 2 97 20 291.917
16 2 98 20 335.647
16 2 99 20 336.117
16 2 100 20 384.971
16 2 101 21 673.694
16 2 102 21 708.769
16 2 103 21 732.287
16 2 104 21 821.575
16 2 105 21 825.479
16 2 106 22 754.463
16 2 107 22 703.542
16 2 108 22 755.108
16 2 109 22 811.454
16 2 110 22 839.93
16 2 111 23 685.297
16 2 112 23 709.684
16 2 113 23 750.344
16 2 114 23 764.706
16 2 115 23 812.106
16 2 116 24 666.383
16 2 117 24 713.28
16 2 118 24 731.005
16 2 119 24 820.703
16 2 120 24 815.46
16 2 121 25 921.853
16 2 122 25 910.601
16 2 123 25 891.938
16 2 124 25 1014.33
16 2 125 25 1059.96
16 2 126 26 777.233
16 2 127 26 750.979
16 2 128 26 917.258
16 2 129 26 1276.13
16 2 130 26 972.401
16 2 131 27 871.066
16 2 132 27 885.552
16 2 133 27 938.07
16 2 134 27 983.259
16 2 135 27 1185.89
16 2 136 28 916.166
16 2 137 28 1171.63
16 2 138 28 1149.51
16 2 139 28 1506.08
16 2 140 28 1877.37
16 2 141 29 1115.8
16 2 142 29 1349.81
16 2 143 29 1395.65
16 2 144 29 1544.32
16 2 145 29 2422.83
16 2 146 30 1109.79
16 2 147 30 1149.62
16 2 148 30 1211.77
16 2 149 30 1220.93
16 2 150 30 1429.34
16 2 151 31 1314.63
16 2 152 31 1465.96
16 2 153 31 1464
16 2 154 31 1995.28
16 2 155 31 1920.98
16 2 156 32 1238.33
16 2 157 32 1422.66
16 2 158 32 1482.97
16 2 159 32 1678.05
16 2 160 32 1845.59
16 2 161 33 1269.33
16 2 162 33 1325.37
16 2 163 33 1599.32
16 2 164 33 1668.08
16 2 165 33 1792.91
16 2 166 34 565.79
16 2 167 34 698.551
16 2 168 34 786.317
16 2 169 34 871.801
16 2 170 34 889.59
16 2 171 35 737.612
16 2 172 35 829.797
16 2 173 35 950.719
16 2 174 35 1062.45
16 2 175 35 1221.66
16 2 176 36 648.264
16 2 177 36 808.904
16 2 178 36 941.84
16 2 179 36 1039.23
16 2 180 36 1315.26
16 3 1 1 222.916
16 3 2 1 225.04
16 3 3 1 260.56
16 3 4 1 245.928
16 3 5 1 244.537
16 3 6 2 229.029
16 3 7 2 219.454
16 3 8 2 242.658
16 3 9 2 243.068
16 3 10 2 242.597
16 3 11 3 259.267
16 3 12 3 271.456
16 3 13 3 314.721
16 3 14 3 343.527
16 3 15 3 357.593
16 3 16 4 259.267
16 3 17 4 255.72
16 3 18 4 286.288
16 3 19 4 330.496
16 3 20 4 302.18
16 3 21 5 281.749
16 3 22 5 312.089
16 3 23 5 300.721
16 3 24 5 317.637
16 3 25 5 318.286
16 3 26 6 288.487
16 3 27 6 333.212
16 3 28 6 321.392
16 3 29 6 328.092
16 3 30 6 320.983
16 3 31 7 507.995
16 3 32 7 576.854
16 3 33 7 533.074
16 3 34 7 592.509
16 3 35 7 608.487
16 3 36 8 507.995
16 3 37 8 507.995
16 3 38 8 608.963
16 3 39 8 616.957
16 3 40 8 546.957
16 3 41 9 335.147
16 3 42 9 341.389
16 3 43 9 377.494
16 3 44 9 437.954
16 3 45 9 424.969
16 3 46 10 443.008
16 3 47 10 570.833
16 3 48 10 501.593
16 3 49 10 534.918
16 3 50 10 600.871
16 3 51 11 438.146
16 3 52 11 450.063
16 3 53 11 474.223
16 3 54 11 584.147
16 3 55 11 647.931
16 3 56 12 352.595
16 3 57 12 364.214
16 3 58 12 370.493
16 3 59 12 396
16 3 60 12 399.242
16 3 61 13 2198.54
16 3 62 13 2109.62
16 3 63 13 2271.45
16 3 64 13 2307.61
16 3 65 13 2436.83
16 3 66 14 614.982
16 3 67 14 654.145
16 3 68 14 636.632
16 3 69 14 729.167
16 3 70 14 758.299
16 3 71 15 581.771
16 3 72 15 647.515
16 3 73 15 681.955
16 3 74 15 794.41
16 3 75 15 940.417
16 3 76 16 429.419
16 3 77 16 452.441
16 3 78 16 422.612
16 3 79 16 427.449
16 3 80 16 525.937
16 3 81 17 418.707
16 3 82 17 462.912
16 3 83 17 488.35
16 3 84 17 519.611
16 3 85 17 549.328
16 3 86 18 800.668
16 3 87 18 818.341
16 3 88 18 876.294
16 3 89 18 796.333
16 3 90 18 878.901
16 3 91 19 549.838
16 3 92 19 542.174
16 3 93 19 596.941
16 3 94 19 582.711
16 3 95 19 589.498
16 3 96 20 274.465
16 3 97 20 305.423
16 3 98 20 339.608
16 3 99 20 383.491
16 3 100 20 400.333
16 3 101 21 662.197
16 3 102 21 799.261
16 3 103 21 853.462
16 3 104 21 805.098
16 3 105 21 849.614
16 3 106 22 754.463
16 3 107 22 778.431
16 3 108 22 990.791
16 3 109 22 978.75
16 3 110 22 951.66
16 3 111 23 694.3
16 3 112 23 842.456
16 3 113 23 811.516
16 3 114 23 910.479
16 3 115 23 904.988
16 3 116 24 725.455
16 3 117 24 829.681
16 3 118 24 773.884
16 3 119 24 868.939
16 3 120 24 918.739
16 3 121 25 921.853
16 3 122 25 1027.81
16 3 123 25 1103.8
16 3 124 25 1228.26
16 3 125 25 1325.75
16 3 126 26 797.226
16 3 127 26 952.034
16 3 128 26 963.629
16 3 129 26 1276.13
16 3 130 26 1443.43
16 3 131 27 957.536
16 3 132 27 885.549
16 3 133 27 972.499
16 3 134 27 1122.65
16 3 135 27 1192.38
16 3 136 28 967.379
16 3 137 28 1241.89
16 3 138 28 1516.62
16 3 139 28 1593.1
16 3 140 28 1991.1
16 3 141 29 1115.8
16 3 142 29 1349.81
16 3 143 29 1474.99
16 3 144 29 1647.54
16 3 145 29 1976.36
16 3 146 30 1109.79
16 3 147 30 1250.93
16 3 148 30 1323.42
16 3 149 30 1392.61
16 3 150 30 1573.34
16 3 151 31 1442.86
16 3 152 31 1511.22
16 3 153 31 1639.02
16 3 154 31 1995.28
16 3 155 31 2150.63
16 3 156 32 1350.77
16 3 157 32 1478.84
16 3 158 32 1692.33
16 3 159 32 1855
16 3 160 32 2108.42
16 3 161 33 1313.11
16 3 162 33 1403.59
16 3 163 33 1628.87
16 3 164 33 1781.55
16 3 165 33 2047.1
16 3 166 34 617.344
16 3 167 34 698.551
16 3 168 34 815.178
16 3 169 34 898.034
16 3 170 34 999.452
16 3 171 35 765.319
16 3 172 35 858.797
16 3 173 35 1068.26
16 3 174 35 1145.27
16 3 175 35 1194.16
16 3 176 36 681.366
16 3 177 36 811.854
16 3 178 36 989.301
16 3 179 36 1037.62
16 3 180 36 1333.8
16 4 1 1 219.454
16 4 2 1 219.454
16 4 3 1 220.994
16 4 4 1 240.783
16 4 5 1 242.529
16 4 6 2 236.376
16 4 7 2 254.918
16 4 8 2 219.454
16 4 9 2 242.597
16 4 10 2 249.009
16 4 11 3 272.697
16 4 12 3 279.28
16 4 13 3 309.59
16 4 14 3 286.193
16 4 15 3 311.238
16 4 16 4 290.401
16 4 17 4 272.697
16 4 18 4 363.699
16 4 19 4 287.795
16 4 20 4 289.378
16 4 21 5 297.202
16 4 22 5 297.202
16 4 23 5 297.528
16 4 24 5 382.157
16 4 25 5 381.832
16 4 26 6 297.202
16 4 27 6 327.965
16 4 28 6 318.137
16 4 29 6 331.137
16 4 30 6 331.379
16 4 31 7 507.995
16 4 32 7 576.854
16 4 33 7 617.118
16 4 34 7 543.548
16 4 35 7 542.798
16 4 36 8 507.995
16 4 37 8 507.995
16 4 38 8 572.708
16 4 39 8 616.957
16 4 40 8 527.001
16 4 41 9 333.752
16 4 42 9 356.851
16 4 43 9 358.022
16 4 44 9 382.807
16 4 45 9 414.328
16 4 46 10 443.008
16 4 47 10 496.649
16 4 48 10 478.581
16 4 49 10 568.057
16 4 50 10 622.957
16 4 51 11 437.007
16 4 52 11 478.683
16 4 53 11 511.17
16 4 54 11 594.212
16 4 55 11 656.702
16 4 56 12 343.326
16 4 57 12 431.793
16 4 58 12 426.076
16 4 59 12 394.92
16 4 60 12 425.741
16 4 61 13 2172.59
16 4 62 13 2363.35
16 4 63 13 2440.92
16 4 64 13 2416.23
16 4 65 13 2568.43
16 4 66 14 618.817
16 4 67 14 613.342
16 4 68 14 684.256
16 4 69 14 741.748
16 4 70 14 802.547
16 4 71 15 628.352
16 4 72 15 683.012
16 4 73 15 782.706
16 4 74 15 847.832
16 4 75 15 918.869
16 4 76 16 418.257
16 4 77 16 439.713
16 4 78 16 443.288
16 4 79 16 473.41
16 4 80 16 465.774
16 4 81 17 428.002
16 4 82 17 557.999
16 4 83 17 451.858
16 4 84 17 465.386
16 4 85 17 543.379
16 4 86 18 749.878
16 4 87 18 818.341
16 4 88 18 909.006
16 4 89 18 861.953
16 4 90 18 840.283
16 4 91 19 596.148
16 4 92 19 566.027
16 4 93 19 563.21
16 4 94 19 669.132
16 4 95 19 623.205
16 4 96 20 289.036
16 4 97 20 316.475
16 4 98 20 346.949
16 4 99 20 378.217
16 4 100 20 415.481
16 4 101 21 712.213
16 4 102 21 799.261
16 4 103 21 832.118
16 4 104 21 827.11
16 4 105 21 917.804
16 4 106 22 706.66
16 4 107 22 778.431
16 4 108 22 929.739
16 4 109 22 876.688
16 4 110 22 903.436
16 4 111 23 754.463
16 4 112 23 842.456
16 4 113 23 939.63
16 4 114 23 912.128
16 4 115 23 991.077
16 4 116 24 725.455
16 4 117 24 794.862
16 4 118 24 885.531
16 4 119 24 868.939
16 4 120 24 909.491
16 4 121 25 921.853
16 4 122 25 980.633
16 4 123 25 1103.8
16 4 124 25 1228.26
16 4 125 25 1234.47
16 4 126 26 778.205
16 4 127 26 819.913
16 4 128 26 1016.3
16 4 129 26 1114.31
16 4 130 26 1263.09
16 4 131 27 915.68
16 4 132 27 974.298
16 4 133 27 972.499
16 4 134 27 1175.44
16 4 135 27 1387.12
16 4 136 28 990.065
16 4 137 28 1260.62
16 4 138 28 1516.62
16 4 139 28 1604.25
16 4 140 28 1991.1
16 4 141 29 1115.8
16 4 142 29 1349.81
16 4 143 29 1531.85
16 4 144 29 1647.54
16 4 145 29 2038
16 4 146 30 1109.79
16 4 147 30 1250.93
16 4 148 30 1519.45
16 4 149 30 1373.64
16 4 150 30 1526.31
16 4 151 31 1442.86
16 4 152 31 1511.22
16 4 153 31 1639.02
16 4 154 31 1737.66
16 4 155 31 1973.59
16 4 156 32 1418.41
16 4 157 32 1478.84
16 4 158 32 1692.33
16 4 159 32 1844.61
16 4 160 32 1954.89
16 4 161 33 1313.11
16 4 162 33 1403.59
16 4 163 33 1701.42
16 4 164 33 1917.32
16 4 165 33 1961.53
16 4 166 34 617.344
16 4 167 34 698.551
16 4 168 34 769.613
16 4 169 34 898.034
16 4 170 34 992.5
16 4 171 35 765.319
16 4 172 35 848.45
16 4 173 35 998.182
16 4 174 35 1132.76
16 4 175 35 1254.06
16 4 176 36 671.523
16 4 177 36 811.854
16 4 178 36 1012.5
16 4 179 36 1092
16 4 180 36 1301.56
16 5 1 1 229.31
16 5 2 1 219.454
16 5 3 1 220.746
16 5 4 1 238.349
16 5 5 1 288.664
16 5 6 2 220.994
16 5 7 2 239.832
16 5 8 2 222.916
16 5 9 2 243.068
16 5 10 2 249.623
16 5 11 3 272.697
16 5 12 3 272.697
16 5 13 3 284.027
16 5 14 3 311.029
16 5 15 3 347.276
16 5 16 4 284.212
16 5 17 4 272.697
16 5 18 4 307.499
16 5 19 4 303.565
16 5 20 4 289.476
16 5 21 5 297.202
16 5 22 5 297.202
16 5 23 5 310.411
16 5 24 5 356.113
16 5 25 5 403.299
16 5 26 6 297.202
16 5 27 6 327.965
16 5 28 6 379.981
16 5 29 6 343.3
16 5 30 6 307.909
16 5 31 7 507.995
16 5 32 7 576.854
16 5 33 7 552.715
16 5 34 7 592.509
16 5 35 7 608.487
16 5 36 8 507.995
16 5 37 8 507.995
16 5 38 8 550.675
16 5 39 8 547.77
16 5 40 8 563.591
16 5 41 9 336.562
16 5 42 9 442.342
16 5 43 9 377.641
16 5 44 9 358.776
16 5 45 9 531.898
16 5 46 10 443.008
16 5 47 10 570.833
16 5 48 10 516.98
16 5 49 10 632.239
16 5 50 10 618.355
16 5 51 11 443.008
16 5 52 11 491.885
16 5 53 11 533.54
16 5 54 11 620.614
16 5 55 11 733.997
16 5 56 12 367.568
16 5 57 12 413.204
16 5 58 12 355.06
16 5 59 12 391.389
16 5 60 12 385.149
16 5 61 13 2253.79
16 5 62 13 2283.35
16 5 63 13 2446.71
16 5 64 13 2440.18
16 5 65 13 2541.04
16 5 66 14 619.915
16 5 67 14 621.922
16 5 68 14 627.09
16 5 69 14 761.265
16 5 70 14 790.08
16 5 71 15 612.559
16 5 72 15 672.804
16 5 73 15 749.509
16 5 74 15 778.637
16 5 75 15 918.119
16 5 76 16 393.766
16 5 77 16 452.441
16 5 78 16 450.196
16 5 79 16 530.226
16 5 80 16 497.668
16 5 81 17 451.176
16 5 82 17 471.498
16 5 83 17 461.311
16 5 84 17 526.932
16 5 85 17 519.151
16 5 86 18 862.619
16 5 87 18 818.341
16 5 88 18 885.507
16 5 89 18 847.654
16 5 90 18 889.112
16 5 91 19 492.031
16 5 92 19 616.428
16 5 93 19 589.593
16 5 94 19 584.953
16 5 95 19 613.133
16 5 96 20 289.036
16 5 97 20 301.966
16 5 98 20 341.733
16 5 99 20 346.814
16 5 100 20 485.74
16 5 101 21 745.767
16 5 102 21 701.933
16 5 103 21 826.701
16 5 104 21 838.915
16 5 105 21 936.984
16 5 106 22 724.022
16 5 107 22 778.431
16 5 108 22 841.705
16 5 109 22 884.347
16 5 110 22 908.874
16 5 111 23 734.871
16 5 112 23 807.931
16 5 113 23 807.528
16 5 114 23 911.894
16 5 115 23 897.459
16 5 116 24 725.455
16 5 117 24 827.472
16 5 118 24 792.787
16 5 119 24 868.939
16 5 120 24 847.864
16 5 121 25 921.853
16 5 122 25 980.633
16 5 123 25 1103.8
16 5 124 25 1101.27
16 5 125 25 1168.27
16 5 126 26 760.804
16 5 127 26 809.922
16 5 128 26 947.98
16 5 129 26 1276.13
16 5 130 26 1443.43
16 5 131 27 932.761
16 5 132 27 901.188
16 5 133 27 972.499
16 5 134 27 1199.9
16 5 135 27 1483.83
16 5 136 28 994.813
16 5 137 28 1260.62
16 5 138 28 1308.74
16 5 139 28 1631.47
16 5 140 28 1991.1
16 5 141 29 1002.83
16 5 142 29 1349.81
16 5 143 29 1487.2
16 5 144 29 1647.54
16 5 145 29 1866.3
16 5 146 30 1085.35
16 5 147 30 1250.93
16 5 148 30 1493.01
16 5 149 30 1379.78
16 5 150 30 1536.19
16 5 151 31 1290.21
16 5 152 31 1511.22
16 5 153 31 1639.02
16 5 154 31 1995.28
16 5 155 31 2065.25
16 5 156 32 1327.78
16 5 157 32 1478.84
16 5 158 32 1478.84
16 5 159 32 1904.59
16 5 160 32 1912.06
16 5 161 33 1313.11
16 5 162 33 1403.59
16 5 163 33 1593.68
16 5 164 33 1874.88
16 5 165 33 2040.23
16 5 166 34 577.524
16 5 167 34 698.551
16 5 168 34 747.452
16 5 169 34 892.034
16 5 170 34 899.073
16 5 171 35 765.319
16 5 172 35 809.866
16 5 173 35 998.182
16 5 174 35 1033.74
16 5 175 35 1235.35
16 5 176 36 681.366
16 5 177 36 811.854
16 5 178 36 1012.5
16 5 179 36 1066.16
16 5 180 36 1301.56
16 6 1 1 226.691
16 6 2 1 226.691
16 6 3 1 220.994
16 6 4 1 243.316
16 6 5 1 244.999
16 6 6 2 219.454
16 6 7 2 229.31
16 6 8 2 224.473
16 6 9 2 274.53
16 6 10 2 314.649
16 6 11 3 272.697
16 6 12 3 272.697
16 6 13 3 319.173
16 6 14 3 289.473
16 6 15 3 294.08
16 6 16 4 256.644
16 6 17 4 273.893
16 6 18 4 300.31
16 6 19 4 298.964
16 6 20 4 364.112
16 6 21 5 312.089
16 6 22 5 297.202
16 6 23 5 359.148
16 6 24 5 330.519
16 6 25 5 369.818
16 6 26 6 297.202
16 6 27 6 327.965
16 6 28 6 309.185
16 6 29 6 318.118
16 6 30 6 313.919
16 6 31 7 507.995
16 6 32 7 576.854
16 6 33 7 504.869
16 6 34 7 592.509
16 6 35 7 510.926
16 6 36 8 507.995
16 6 37 8 507.995
16 6 38 8 608.963
16 6 39 8 505.792
16 6 40 8 535.26
16 6 41 9 340.091
16 6 42 9 383.428
16 6 43 9 408.958
16 6 44 9 437.954
16 6 45 9 424.667
16 6 46 10 443.008
16 6 47 10 420.173
16 6 48 10 492.653
16 6 49 10 551.515
16 6 50 10 589.78
16 6 51 11 443.008
16 6 52 11 464.405
16 6 53 11 545.428
16 6 54 11 604.679
16 6 55 11 627.753
16 6 56 12 352.005
16 6 57 12 383.228
16 6 58 12 351.24
16 6 59 12 390.212
16 6 60 12 435.137
16 6 61 13 2118.82
16 6 62 13 2094.06
16 6 63 13 2335.56
16 6 64 13 2411.33
16 6 65 13 2390.82
16 6 66 14 654.068
16 6 67 14 604.747
16 6 68 14 592.888
16 6 69 14 790.64
16 6 70 14 766.913
16 6 71 15 591.549
16 6 72 15 637.304
16 6 73 15 753.806
16 6 74 15 788.736
16 6 75 15 915.413
16 6 76 16 384.366
16 6 77 16 411.433
16 6 78 16 420.088
16 6 79 16 466.48
16 6 80 16 521.737
16 6 81 17 414.475
16 6 82 17 502.064
16 6 83 17 479.041
16 6 84 17 478.353
16 6 85 17 530.165
16 6 86 18 784.153
16 6 87 18 818.341
16 6 88 18 860.633
16 6 89 18 851.492
16 6 90 18 865.348
16 6 91 19 505.525
16 6 92 19 501.416
16 6 93 19 620.976
16 6 94 19 619.935
16 6 95 19 639.38
16 6 96 20 289.036
16 6 97 20 297.192
16 6 98 20 339.797
16 6 99 20 374.424
16 6 100 20 369.575
16 6 101 21 692.477
16 6 102 21 799.261
16 6 103 21 769.469
16 6 104 21 784.046
16 6 105 21 824.053
16 6 106 22 754.463
16 6 107 22 768.738
16 6 108 22 864.965
16 6 109 22 843.219
16 6 110 22 889.766
16 6 111 23 703.954
16 6 112 23 724.835
16 6 113 23 769.564
16 6 114 23 788.055
16 6 115 23 818.623
16 6 116 24 725.455
16 6 117 24 826.925
16 6 118 24 847.371
16 6 119 24 868.939
16 6 120 24 869.314
16 6 121 25 921.853
16 6 122 25 980.633
16 6 123 25 971.525
16 6 124 25 1075.32
16 6 125 25 1022.25
16 6 126 26 740.453
16 6 127 26 801.857
16 6 128 26 1160.84
16 6 129 26 1276.13
16 6 130 26 1015.21
16 6 131 27 920.476
16 6 132 27 886.426
16 6 133 27 972.499
16 6 134 27 1007.22
16 6 135 27 1177.86
16 6 136 28 1010.42
16 6 137 28 1194.73
16 6 138 28 1199.79
16 6 139 28 1471.03
16 6 140 28 1782.38
16 6 141 29 1115.8
16 6 142 29 1349.81
16 6 143 29 1505.27
16 6 144 29 1518.06
16 6 145 29 1866.3
16 6 146 30 1109.79
16 6 147 30 1215.86
16 6 148 30 1252.1
16 6 149 30 1328.73
16 6 150 30 1431.79
16 6 151 31 1383.44
16 6 152 31 1511.22
16 6 153 31 1639.02
16 6 154 31 1995.28
16 6 155 31 1955.64
16 6 156 32 1288.8
16 6 157 32 1478.84
16 6 158 32 1603.22
16 6 159 32 1781.48
16 6 160 32 1913.01
16 6 161 33 1313.11
16 6 162 33 1403.59
16 6 163 33 1641.01
16 6 164 33 1789.45
16 6 165 33 1846.37
16 6 166 34 617.344
16 6 167 34 673.188
16 6 168 34 793.033
16 6 169 34 870.86
16 6 170 34 947.898
16 6 171 35 765.319
16 6 172 35 858.332
16 6 173 35 1000.88
16 6 174 35 1130.31
16 6 175 35 1232.91
16 6 176 36 681.366
16 6 177 36 811.854
16 6 178 36 1012.5
16 6 179 36 1092
16 6 180 36 1304.43
16 7 1 1 260.56
16 7 2 1 260.56
16 7 3 1 260.56
16 7 4 1 287.762
16 7 5 1 287.011
16 7 6 2 247.302
16 7 7 2 247.302
16 7 8 2 238.757
16 7 9 2 281.879
16 7 10 2 294.934
16 7 11 3 305.878
16 7 12 3 305.878
16 7 13 3 340.505
16 7 14 3 343.527
16 7 15 3 356.214
16 7 16 4 305.878
16 7 17 4 305.878
16 7 18 4 373.097
16 7 19 4 343.527
16 7 20 4 333.676
16 7 21 5 312.089
16 7 22 5 312.089
16 7 23 5 391.764
16 7 24 5 407.958
16 7 25 5 403.299
16 7 26 6 312.089
16 7 27 6 369.466
16 7 28 6 377.287
16 7 29 6 400.994
16 7 30 6 409.355
16 7 31 7 507.995
16 7 32 7 576.854
16 7 33 7 617.118
16 7 34 7 592.509
16 7 35 7 608.487
16 7 36 8 507.995
16 7 37 8 507.995
16 7 38 8 608.963
16 7 39 8 616.957
16 7 40 8 687.052
16 7 41 9 383.982
16 7 42 9 439.803
16 7 43 9 419.944
16 7 44 9 437.954
16 7 45 9 531.898
16 7 46 10 443.008
16 7 47 10 570.833
16 7 48 10 570.062
16 7 49 10 639.23
16 7 50 10 726.085
16 7 51 11 443.008
16 7 52 11 513.859
16 7 53 11 629.498
16 7 54 11 741.54
16 7 55 11 719.689
16 7 56 12 349.852
16 7 57 12 431.793
16 7 58 12 474.326
16 7 59 12 442.575
16 7 60 12 473.804
16 7 61 13 2678.23
16 7 62 13 2678.23
16 7 63 13 2446.71
16 7 64 13 2438.61
16 7 65 13 3299.25
16 7 66 14 669.732
16 7 67 14 769.256
16 7 68 14 684.256
16 7 69 14 828.752
16 7 70 14 933.783
16 7 71 15 720.061
16 7 72 15 702.286
16 7 73 15 782.706
16 7 74 15 875.438
16 7 75 15 1069.6
16 7 76 16 491.539
16 7 77 16 452.441
16 7 78 16 495.162
16 7 79 16 466.48
16 7 80 16 641.695
16 7 81 17 505.121
16 7 82 17 557.999
16 7 83 17 593.376
16 7 84 17 528.496
16 7 85 17 607.858
16 7 86 18 862.619
16 7 87 18 818.341
16 7 88 18 1089.29
16 7 89 18 1125.54
16 7 90 18 902.083
16 7 91 19 621.786
16 7 92 19 826.142
16 7 93 19 699.569
16 7 94 19 764.636
16 7 95 19 865.131
16 7 96 20 289.036
16 7 97 20 330.415
16 7 98 20 375.306
16 7 99 20 383.491
16 7 100 20 485.74
16 7 101 21 808.567
16 7 102 21 799.261
16 7 103 21 887.623
16 7 104 21 969.145
16 7 105 21 1047.42
16 7 106 22 778.431
16 7 107 22 778.431
16 7 108 22 990.791
16 7 109 22 1021
16 7 110 22 1274.59
16 7 111 23 754.463
16 7 112 23 827.898
16 7 113 23 939.63
16 7 114 23 1037.06
16 7 115 23 997.024
16 7 116 24 725.455
16 7 117 24 829.681
16 7 118 24 886.868
16 7 119 24 868.939
16 7 120 24 909.491
16 7 121 25 921.853
16 7 122 25 1067.91
16 7 123 25 1103.8
16 7 124 25 1228.26
16 7 125 25 1325.75
16 7 126 26 905.653
16 7 127 26 1049.26
16 7 128 26 1160.84
16 7 129 26 1276.13
16 7 130 26 1443.43
16 7 131 27 957.536
16 7 132 27 1050.99
16 7 133 27 972.499
16 7 134 27 1255.81
16 7 135 27 1483.83
16 7 136 28 990.065
16 7 137 28 1234.6
16 7 138 28 1340.77
16 7 139 28 1524.43
16 7 140 28 1991.1
16 7 141 29 1115.8
16 7 142 29 1349.81
16 7 143 29 1592.64
16 7 144 29 1647.54
16 7 145 29 2113.7
16 7 146 30 1109.79
16 7 147 30 1250.93
16 7 148 30 1375.25
16 7 149 30 1452.54
16 7 150 30 1640.2
16 7 151 31 1442.86
16 7 152 31 1511.22
16 7 153 31 1639.02
16 7 154 31 1995.28
16 7 155 31 2377.16
16 7 156 32 1418.41
16 7 157 32 1478.84
16 7 158 32 1692.33
16 7 159 32 2019.72
16 7 160 32 2108.42
16 7 161 33 1313.11
16 7 162 33 1403.59
16 7 163 33 1701.42
16 7 164 33 2037.94
16 7 165 33 2178.22
16 7 166 34 617.344
16 7 167 34 698.551
16 7 168 34 815.178
16 7 169 34 892.043
16 7 170 34 1106.09
16 7 171 35 765.319
16 7 172 35 905.07
16 7 173 35 1068.26
16 7 174 35 1033.74
16 7 175 35 1405.24
16 7 176 36 681.366
16 7 177 36 811.854
16 7 178 36 1006.27
16 7 179 36 1035
16 7 180 36 1333.8
17 1 1 1 220.994
17 1 2 1 220.994
17 1 3 1 219.454
17 1 4 1 240.211
17 1 5 1 239.476
17 1 6 2 224.792
17 1 7 2 220.994
17 1 8 2 219.454
17 1 9 2 242.597
17 1 10 2 239.476
17 1 11 3 256.644
17 1 12 3 256.644
17 1 13 3 281.847
17 1 14 3 280.616
17 1 15 3 292.767
17 1 16 4 259.267
17 1 17 4 272.697
17 1 18 4 280.616
17 1 19 4 284.494
17 1 20 4 282.246
17 1 21 5 294.296
17 1 22 5 279.853
17 1 23 5 293.076
17 1 24 5 306.764
17 1 25 5 315.212
17 1 26 6 279.961
17 1 27 6 312.378
17 1 28 6 300.772
17 1 29 6 316.795
17 1 30 6 318.727
17 1 31 7 490.655
17 1 32 7 515.695
17 1 33 7 519.66
17 1 34 7 531.874
17 1 35 7 517.279
17 1 36 8 507.995
17 1 37 8 507.995
17 1 38 8 510.926
17 1 39 8 517.279
17 1 40 8 543.456
17 1 41 9 313.157
17 1 42 9 361.549
17 1 43 9 345.403
17 1 44 9 437.954
17 1 45 9 401.175
17 1 46 10 443.008
17 1 47 10 436.164
17 1 48 10 435.092
17 1 49 10 542.202
17 1 50 10 616.717
17 1 51 11 443.008
17 1 52 11 458.12
17 1 53 11 463.185
17 1 54 11 576.124
17 1 55 11 645.24
17 1 56 12 356.989
17 1 57 12 338.401
17 1 58 12 351.922
17 1 59 12 372.315
17 1 60 12 381.533
17 1 61 13 2111.88
17 1 62 13 1999.71
17 1 63 13 2227.03
17 1 64 13 2319.71
17 1 65 13 2419.77
17 1 66 14 629.121
17 1 67 14 616.146
17 1 68 14 609.189
17 1 69 14 793.97
17 1 70 14 786.75
17 1 71 15 631.946
17 1 72 15 618.768
17 1 73 15 717.076
17 1 74 15 756.832
17 1 75 15 614.673
17 1 76 16 406.956
17 1 77 16 413.659
17 1 78 16 444.891
17 1 79 16 443.083
17 1 80 16 492.441
17 1 81 17 432.969
17 1 82 17 436.155
17 1 83 17 481.411
17 1 84 17 458.865
17 1 85 17 540.864
17 1 86 18 780.681
17 1 87 18 818.341
17 1 88 18 806.465
17 1 89 18 884.352
17 1 90 18 830.693
17 1 91 19 514.647
17 1 92 19 548.158
17 1 93 19 573.23
17 1 94 19 573.342
17 1 95 19 608.34
17 1 96 20 289.636
17 1 97 20 328.386
17 1 98 20 346.12
17 1 99 20 383.491
17 1 100 20 415.481
17 1 101 21 686.599
17 1 102 21 732.088
17 1 103 21 817.016
17 1 104 21 888.876
17 1 105 21 843.795
17 1 106 22 754.463
17 1 107 22 767.157
17 1 108 22 796.251
17 1 109 22 874.27
17 1 110 22 915.556
17 1 111 23 667.182
17 1 112 23 786.218
17 1 113 23 776.98
17 1 114 23 822.06
17 1 115 23 903.255
17 1 116 24 725.455
17 1 117 24 786.255
17 1 118 24 761.926
17 1 119 24 868.939
17 1 120 24 928.789
17 1 121 25 915.744
17 1 122 25 943.379
17 1 123 25 987.898
17 1 124 25 1101.27
17 1 125 25 1160.45
17 1 126 26 828.235
17 1 127 26 862.503
17 1 128 26 938.153
17 1 129 26 1091.64
17 1 130 26 1193.93
17 1 131 27 911.364
