Replicate Algorithm Instance Group Result
9 2 91 19 465.828
9 2 92 19 514.504
9 2 93 19 516.654
9 2 94 19 551.937
9 2 95 19 575.049
9 2 96 20 259.553
9 2 97 20 291.413
9 2 98 20 336.029
9 2 99 20 340.8
9 2 100 20 384.971
9 2 101 21 661.605
9 2 102 21 731.268
9 2 103 21 732.287
9 2 104 21 821.575
9 2 105 21 825.479
9 2 106 22 754.463
9 2 107 22 704.007
9 2 108 22 755.108
9 2 109 22 811.454
9 2 110 22 828.688
9 2 111 23 685.297
9 2 112 23 709.684
9 2 113 23 750.344
9 2 114 23 774.607
9 2 115 23 819.115
9 2 116 24 659.298
9 2 117 24 725.055
9 2 118 24 746.465
9 2 119 24 820.703
9 2 120 24 825.672
9 2 121 25 921.853
9 2 122 25 910.601
9 2 123 25 891.938
9 2 124 25 988.728
9 2 125 25 1074.82
9 2 126 26 783.913
9 2 127 26 773.813
9 2 128 26 917.258
9 2 129 26 1276.13
9 2 130 26 1024.58
9 2 131 27 871.066
9 2 132 27 881.409
9 2 133 27 920.955
9 2 134 27 976.564
9 2 135 27 1116.11
9 2 136 28 924.729
9 2 137 28 1171.63
9 2 138 28 1149.51
9 2 139 28 1503.81
9 2 140 28 1890.48
9 2 141 29 1114.33
9 2 142 29 1349.81
9 2 143 29 1395.65
9 2 144 29 1572.37
9 2 145 29 2422.83
9 2 146 30 1109.79
9 2 147 30 1137.39
9 2 148 30 1211.77
9 2 149 30 1292.07
9 2 150 30 1429.34
9 2 151 31 1288.56
9 2 152 31 1465.96
9 2 153 31 1464
9 2 154 31 1995.28
9 2 155 31 1920.98
9 2 156 32 1220.83
9 2 157 32 1347.96
9 2 158 32 1526.2
9 2 159 32 1678.05
9 2 160 32 1845.59
9 2 161 33 1269.33
9 2 162 33 1325.37
9 2 163 33 1580.84
9 2 164 33 1668.08
9 2 165 33 1792.91
9 2 166 34 565.79
9 2 167 34 698.551
9 2 168 34 786.317
9 2 169 34 822.601
9 2 170 34 889.59
9 2 171 35 756.274
9 2 172 35 862.268
9 2 173 35 950.719
9 2 174 35 1062.45
9 2 175 35 1199.49
9 2 176 36 656.741
9 2 177 36 811.854
9 2 178 36 941.84
9 2 179 36 1039.23
9 2 180 36 1301.56
9 3 1 1 260.56
9 3 2 1 242.394
9 3 3 1 230.686
9 3 4 1 238.755
9 3 5 1 252.295
9 3 6 2 232.935
9 3 7 2 226.548
9 3 8 2 229.31
9 3 9 2 244.537
9 3 10 2 243.181
9 3 11 3 300.739
9 3 12 3 305.878
9 3 13 3 286.85
9 3 14 3 305.032
9 3 15 3 357.593
9 3 16 4 289.67
9 3 17 4 304.72
9 3 18 4 286.288
9 3 19 4 302.852
9 3 20 4 286.421
9 3 21 5 312.089
9 3 22 5 312.089
9 3 23 5 300.721
9 3 24 5 366.249
9 3 25 5 328.291
9 3 26 6 296.843
9 3 27 6 333.212
9 3 28 6 345.365
9 3 29 6 328.092
9 3 30 6 320.983
9 3 31 7 507.995
9 3 32 7 576.854
9 3 33 7 533.074
9 3 34 7 592.509
9 3 35 7 608.487
9 3 36 8 493.09
9 3 37 8 507.995
9 3 38 8 554.273
9 3 39 8 616.957
9 3 40 8 687.052
9 3 41 9 331.219
9 3 42 9 341.389
9 3 43 9 356.089
9 3 44 9 437.954
9 3 45 9 424.969
9 3 46 10 443.008
9 3 47 10 570.833
9 3 48 10 501.593
9 3 49 10 534.918
9 3 50 10 618.355
9 3 51 11 438.146
9 3 52 11 430.474
9 3 53 11 466.019
9 3 54 11 607.802
9 3 55 11 647.931
9 3 56 12 362.792
9 3 57 12 359.336
9 3 58 12 387.065
9 3 59 12 409.068
9 3 60 12 392.25
9 3 61 13 2282.14
9 3 62 13 2212.4
9 3 63 13 2271.45
9 3 64 13 2352.31
9 3 65 13 2436.83
9 3 66 14 614.982
9 3 67 14 654.145
9 3 68 14 636.632
9 3 69 14 822.68
9 3 70 14 780.858
9 3 71 15 581.771
9 3 72 15 614.395
9 3 73 15 681.955
9 3 74 15 808.237
9 3 75 15 924.154
9 3 76 16 429.419
9 3 77 16 452.441
9 3 78 16 422.612
9 3 79 16 427.449
9 3 80 16 497.452
9 3 81 17 443.006
9 3 82 17 442.137
9 3 83 17 488.35
9 3 84 17 504.343
9 3 85 17 549.328
9 3 86 18 814.666
9 3 87 18 818.341
9 3 88 18 860.529
9 3 89 18 874.433
9 3 90 18 878.901
9 3 91 19 505.303
9 3 92 19 554.91
9 3 93 19 596.941
9 3 94 19 601.217
9 3 95 19 619.692
9 3 96 20 274.465
9 3 97 20 326.584
9 3 98 20 355.799
9 3 99 20 383.491
9 3 100 20 415.481
9 3 101 21 662.197
9 3 102 21 799.261
9 3 103 21 853.462
9 3 104 21 868.868
9 3 105 21 848.85
9 3 106 22 754.463
9 3 107 22 778.431
9 3 108 22 967.313
9 3 109 22 892.558
9 3 110 22 951.66
9 3 111 23 694.3
9 3 112 23 825.424
9 3 113 23 800.093
9 3 114 23 910.479
9 3 115 23 904.988
9 3 116 24 694.456
9 3 117 24 829.681
9 3 118 24 773.884
9 3 119 24 868.939
9 3 120 24 953.141
9 3 121 25 921.853
9 3 122 25 1027.81
9 3 123 25 1103.8
9 3 124 25 1101.27
9 3 125 25 1289.75
9 3 126 26 755.736
9 3 127 26 905.575
9 3 128 26 939.757
9 3 129 26 1276.13
9 3 130 26 1443.43
9 3 131 27 957.536
9 3 132 27 914.4
9 3 133 27 972.499
9 3 134 27 1071.64
9 3 135 27 1383.43
9 3 136 28 967.379
9 3 137 28 1260.62
9 3 138 28 1516.62
9 3 139 28 1593.1
9 3 140 28 1991.1
9 3 141 29 1115.8
9 3 142 29 1349.81
9 3 143 29 1444.45
9 3 144 29 1647.54
9 3 145 29 1976.36
9 3 146 30 1109.79
9 3 147 30 1250.93
9 3 148 30 1323.42
9 3 149 30 1392.61
9 3 150 30 1573.34
9 3 151 31 1442.86
9 3 152 31 1511.22
9 3 153 31 1639.02
9 3 154 31 1995.28
9 3 155 31 2133.19
9 3 156 32 1418.41
9 3 157 32 1478.84
9 3 158 32 1692.33
9 3 159 32 1855
9 3 160 32 2108.42
9 3 161 33 1313.11
9 3 162 33 1403.59
9 3 163 33 1701.42
9 3 164 33 1781.55
9 3 165 33 2052.03
9 3 166 34 617.344
9 3 167 34 698.551
9 3 168 34 815.178
9 3 169 34 898.034
9 3 170 34 999.452
9 3 171 35 765.319
9 3 172 35 905.07
9 3 173 35 1068.26
9 3 174 35 1145.27
9 3 175 35 1194.16
9 3 176 36 681.366
9 3 177 36 811.854
9 3 178 36 1012.5
9 3 179 36 1059.78
9 3 180 36 1333.8
9 4 1 1 229.31
9 4 2 1 229.31
9 4 3 1 234.411
9 4 4 1 261.269
9 4 5 1 239.476
9 4 6 2 236.376
9 4 7 2 219.454
9 4 8 2 230.686
9 4 9 2 243.181
9 4 10 2 249.009
9 4 11 3 272.697
9 4 12 3 305.878
9 4 13 3 300.501
9 4 14 3 313.901
9 4 15 3 303.015
9 4 16 4 286.641
9 4 17 4 290.401
9 4 18 4 311.118
9 4 19 4 295.584
9 4 20 4 322.066
9 4 21 5 297.202
9 4 22 5 295.787
9 4 23 5 328.195
9 4 24 5 358.715
9 4 25 5 376.35
9 4 26 6 297.202
9 4 27 6 327.965
9 4 28 6 329.069
9 4 29 6 390.92
9 4 30 6 372.174
9 4 31 7 507.995
9 4 32 7 576.854
9 4 33 7 585.897
9 4 34 7 566.941
9 4 35 7 608.487
9 4 36 8 505.309
9 4 37 8 507.995
9 4 38 8 588.753
9 4 39 8 580.958
9 4 40 8 591.019
9 4 41 9 383.982
9 4 42 9 428.861
9 4 43 9 437.954
9 4 44 9 357.34
9 4 45 9 414.328
9 4 46 10 443.008
9 4 47 10 484.092
9 4 48 10 570.062
9 4 49 10 665.573
9 4 50 10 622.957
9 4 51 11 442.019
9 4 52 11 480.156
9 4 53 11 517.783
9 4 54 11 562.239
9 4 55 11 656.702
9 4 56 12 378.843
9 4 57 12 349.017
9 4 58 12 414.93
9 4 59 12 423.79
9 4 60 12 421.467
9 4 61 13 2235.43
9 4 62 13 2363.35
9 4 63 13 2265.6
9 4 64 13 2416.23
9 4 65 13 2580.72
9 4 66 14 593.524
9 4 67 14 656.659
9 4 68 14 675.061
9 4 69 14 820.207
9 4 70 14 802.547
9 4 71 15 720.061
9 4 72 15 703.267
9 4 73 15 782.706
9 4 74 15 815.173
9 4 75 15 924.154
9 4 76 16 413.11
9 4 77 16 452.441
9 4 78 16 455.446
9 4 79 16 473.41
9 4 80 16 502.119
9 4 81 17 428.002
9 4 82 17 488.288
9 4 83 17 477.263
9 4 84 17 479.99
9 4 85 17 541.209
9 4 86 18 749.878
9 4 87 18 818.341
9 4 88 18 760.831
9 4 89 18 926.007
9 4 90 18 823.034
9 4 91 19 596.148
9 4 92 19 566.027
9 4 93 19 563.21
9 4 94 19 668.202
9 4 95 19 594.901
9 4 96 20 289.036
9 4 97 20 316.475
9 4 98 20 341.123
9 4 99 20 383.419
9 4 100 20 415.481
9 4 101 21 677.755
9 4 102 21 799.261
9 4 103 21 887.623
9 4 104 21 816.452
9 4 105 21 860.895
9 4 106 22 724.269
9 4 107 22 778.431
9 4 108 22 971.388
9 4 109 22 873.878
9 4 110 22 903.436
9 4 111 23 691.87
9 4 112 23 842.456
9 4 113 23 837.665
9 4 114 23 912.128
9 4 115 23 955.164
9 4 116 24 725.455
9 4 117 24 814.092
9 4 118 24 943.767
9 4 119 24 868.939
9 4 120 24 909.491
9 4 121 25 921.853
9 4 122 25 980.633
9 4 123 25 1103.8
9 4 124 25 1172.05
9 4 125 25 1167.76
9 4 126 26 778.205
9 4 127 26 1049.26
9 4 128 26 840.435
9 4 129 26 1114.31
9 4 130 26 1263.09
9 4 131 27 915.68
9 4 132 27 980.801
9 4 133 27 972.499
9 4 134 27 1044.35
9 4 135 27 1229.09
9 4 136 28 990.065
9 4 137 28 1260.62
9 4 138 28 1516.62
9 4 139 28 1631.47
9 4 140 28 1991.1
9 4 141 29 1115.8
9 4 142 29 1349.81
9 4 143 29 1570.73
9 4 144 29 1647.54
9 4 145 29 1930.45
9 4 146 30 1109.79
9 4 147 30 1250.93
9 4 148 30 1519.45
9 4 149 30 1516.63
9 4 150 30 1484.31
9 4 151 31 1442.86
9 4 152 31 1511.22
9 4 153 31 1639.02
9 4 154 31 1885.03
9 4 155 31 2093.49
9 4 156 32 1418.41
9 4 157 32 1478.84
9 4 158 32 1692.33
9 4 159 32 1844.61
9 4 160 32 2108.42
9 4 161 33 1313.11
9 4 162 33 1403.59
9 4 163 33 1701.42
9 4 164 33 1917.32
9 4 165 33 1961.53
9 4 166 34 617.344
9 4 167 34 698.551
9 4 168 34 769.613
9 4 169 34 898.034
9 4 170 34 916.386
9 4 171 35 765.319
9 4 172 35 905.07
9 4 173 35 1034.18
9 4 174 35 1033.74
9 4 175 35 1254.06
9 4 176 36 681.366
9 4 177 36 811.854
9 4 178 36 1012.5
9 4 179 36 1092
9 4 180 36 1301.56
9 5 1 1 260.56
9 5 2 1 260.56
9 5 3 1 229.31
9 5 4 1 240.519
9 5 5 1 308.956
9 5 6 2 229.31
9 5 7 2 220.746
9 5 8 2 229.31
9 5 9 2 248.542
9 5 10 2 245.956
9 5 11 3 272.697
9 5 12 3 272.697
9 5 13 3 306.219
9 5 14 3 309.627
9 5 15 3 351.209
9 5 16 4 284.212
9 5 17 4 272.697
9 5 18 4 321.512
9 5 19 4 311.029
9 5 20 4 289.476
9 5 21 5 297.202
9 5 22 5 297.202
9 5 23 5 310.411
9 5 24 5 356.167
9 5 25 5 371.033
9 5 26 6 297.202
9 5 27 6 327.965
9 5 28 6 366.429
9 5 29 6 343.3
9 5 30 6 315.516
9 5 31 7 507.995
9 5 32 7 576.854
9 5 33 7 614.325
9 5 34 7 592.509
9 5 35 7 608.487
9 5 36 8 507.995
9 5 37 8 507.995
9 5 38 8 587.87
9 5 39 8 562.717
9 5 40 8 577.662
9 5 41 9 336.562
9 5 42 9 442.342
9 5 43 9 377.641
9 5 44 9 365.456
9 5 45 9 531.898
9 5 46 10 443.008
9 5 47 10 570.833
9 5 48 10 464.789
9 5 49 10 648.643
9 5 50 10 624.691
9 5 51 11 443.008
9 5 52 11 491.885
9 5 53 11 581.096
9 5 54 11 546.763
9 5 55 11 656.702
9 5 56 12 385.938
9 5 57 12 413.204
9 5 58 12 355.06
9 5 59 12 389.93
9 5 60 12 403.473
9 5 61 13 2273.65
9 5 62 13 2292.29
9 5 63 13 2446.71
9 5 64 13 2481.14
9 5 65 13 2541.04
9 5 66 14 641.553
9 5 67 14 621.922
9 5 68 14 627.09
9 5 69 14 798.792
9 5 70 14 790.08
9 5 71 15 635.114
9 5 72 15 621.099
9 5 73 15 732.604
9 5 74 15 779.15
9 5 75 15 917.47
9 5 76 16 391.926
9 5 77 16 452.441
9 5 78 16 414.235
9 5 79 16 530.226
9 5 80 16 488.42
9 5 81 17 451.176
9 5 82 17 465.295
9 5 83 17 461.311
9 5 84 17 526.932
9 5 85 17 519.151
9 5 86 18 844.317
9 5 87 18 818.341
9 5 88 18 801.087
9 5 89 18 847.654
9 5 90 18 825.596
9 5 91 19 492.031
9 5 92 19 586.522
9 5 93 19 699.569
9 5 94 19 597.063
9 5 95 19 611.259
9 5 96 20 283.482
9 5 97 20 301.966
9 5 98 20 341.733
9 5 99 20 383.491
9 5 100 20 406.783
9 5 101 21 764.315
9 5 102 21 701.933
9 5 103 21 831.213
9 5 104 21 838.915
9 5 105 21 946.801
9 5 106 22 724.022
9 5 107 22 770.193
9 5 108 22 897.795
9 5 109 22 872.096
9 5 110 22 927.732
9 5 111 23 687.927
9 5 112 23 741.345
9 5 113 23 801.016
9 5 114 23 911.894
9 5 115 23 908.971
9 5 116 24 725.455
9 5 117 24 818.775
9 5 118 24 792.787
9 5 119 24 868.939
9 5 120 24 847.864
9 5 121 25 921.853
9 5 122 25 980.633
9 5 123 25 1103.8
9 5 124 25 1101.27
9 5 125 25 1168.27
9 5 126 26 760.804
9 5 127 26 809.922
9 5 128 26 952.727
9 5 129 26 1276.13
9 5 130 26 1443.43
9 5 131 27 932.761
9 5 132 27 901.188
9 5 133 27 972.499
9 5 134 27 1068.05
9 5 135 27 1483.83
9 5 136 28 994.813
9 5 137 28 1260.62
9 5 138 28 1516.62
9 5 139 28 1631.47
9 5 140 28 1991.1
9 5 141 29 1115.8
9 5 142 29 1349.81
9 5 143 29 1578.12
9 5 144 29 1647.54
9 5 145 29 1866.3
9 5 146 30 1109.79
9 5 147 30 1250.93
9 5 148 30 1470.04
9 5 149 30 1351.13
9 5 150 30 1640.2
9 5 151 31 1290.21
9 5 152 31 1511.22
9 5 153 31 1623.55
9 5 154 31 1753.14
9 5 155 31 1945.25
9 5 156 32 1327.78
9 5 157 32 1478.84
9 5 158 32 1478.84
9 5 159 32 1904.59
9 5 160 32 1954.89
9 5 161 33 1313.11
9 5 162 33 1403.59
9 5 163 33 1641.01
9 5 164 33 1709.35
9 5 165 33 1880.44
9 5 166 34 577.524
9 5 167 34 698.551
9 5 168 34 747.452
9 5 169 34 892.034
9 5 170 34 899.073
9 5 171 35 765.319
9 5 172 35 825.701
9 5 173 35 1068.26
9 5 174 35 1033.74
9 5 175 35 1288.61
9 5 176 36 681.366
9 5 177 36 811.854
9 5 178 36 994.775
9 5 179 36 1066.16
9 5 180 36 1301.56
9 6 1 1 260.56
9 6 2 1 230.438
9 6 3 1 220.994
9 6 4 1 243.316
9 6 5 1 247.205
9 6 6 2 219.454
9 6 7 2 219.454
9 6 8 2 219.454
9 6 9 2 238.671
9 6 10 2 242.597
9 6 11 3 283.153
9 6 12 3 274.817
9 6 13 3 289.044
9 6 14 3 288.924
9 6 15 3 288.924
9 6 16 4 272.697
9 6 17 4 290.401
9 6 18 4 281.489
9 6 19 4 292.141
9 6 20 4 353.45
9 6 21 5 297.202
9 6 22 5 297.202
9 6 23 5 350.823
9 6 24 5 310.77
9 6 25 5 338.509
9 6 26 6 296.568
9 6 27 6 327.965
9 6 28 6 309.185
9 6 29 6 348.767
9 6 30 6 313.919
9 6 31 7 507.995
9 6 32 7 576.854
9 6 33 7 617.118
9 6 34 7 508.202
9 6 35 7 522.818
9 6 36 8 507.995
9 6 37 8 507.995
9 6 38 8 608.963
9 6 39 8 529.254
9 6 40 8 539.32
9 6 41 9 327.609
9 6 42 9 353.755
9 6 43 9 352.784
9 6 44 9 437.954
9 6 45 9 425.555
9 6 46 10 443.008
9 6 47 10 420.173
9 6 48 10 456.533
9 6 49 10 573.806
9 6 50 10 604.354
9 6 51 11 443.008
9 6 52 11 453.483
9 6 53 11 466.786
9 6 54 11 562.035
9 6 55 11 627.753
9 6 56 12 361.527
9 6 57 12 392.65
9 6 58 12 351.24
9 6 59 12 378.588
9 6 60 12 406.235
9 6 61 13 2118.82
9 6 62 13 2363.35
9 6 63 13 2335.56
9 6 64 13 2413.98
9 6 65 13 2256.15
9 6 66 14 665.655
9 6 67 14 634.042
9 6 68 14 632.936
9 6 69 14 761.773
9 6 70 14 799.246
9 6 71 15 591.549
9 6 72 15 685.415
9 6 73 15 753.806
9 6 74 15 788.736
9 6 75 15 905.113
9 6 76 16 384.366
9 6 77 16 411.433
9 6 78 16 420.088
9 6 79 16 467.048
9 6 80 16 475.368
9 6 81 17 438.349
9 6 82 17 546.87
9 6 83 17 448.97
9 6 84 17 488.832
9 6 85 17 511.72
9 6 86 18 859.692
9 6 87 18 818.341
9 6 88 18 828.621
9 6 89 18 851.492
9 6 90 18 847.041
9 6 91 19 505.525
9 6 92 19 501.416
9 6 93 19 620.976
9 6 94 19 533.302
9 6 95 19 613.787
9 6 96 20 284.593
9 6 97 20 273.825
9 6 98 20 339.797
9 6 99 20 349.89
9 6 100 20 372.986
9 6 101 21 692.477
9 6 102 21 777.626
9 6 103 21 887.623
9 6 104 21 820.729
9 6 105 21 839.748
9 6 106 22 754.463
9 6 107 22 756.372
9 6 108 22 824.219
9 6 109 22 908.259
9 6 110 22 952.309
9 6 111 23 703.954
9 6 112 23 726.838
9 6 113 23 789.735
9 6 114 23 862.135
9 6 115 23 818.623
9 6 116 24 661.43
9 6 117 24 789.849
9 6 118 24 807.616
9 6 119 24 868.939
9 6 120 24 832.726
9 6 121 25 921.853
9 6 122 25 944.005
9 6 123 25 1057.98
9 6 124 25 1044.31
9 6 125 25 1110.74
9 6 126 26 728.233
9 6 127 26 801.857
9 6 128 26 1160.84
9 6 129 26 1276.13
9 6 130 26 976.616
9 6 131 27 900.364
9 6 132 27 917.296
9 6 133 27 950.426
9 6 134 27 1084.15
9 6 135 27 1177.79
9 6 136 28 920.757
9 6 137 28 1260.62
9 6 138 28 1199.79
9 6 139 28 1516.93
9 6 140 28 1782.38
9 6 141 29 1115.8
9 6 142 29 1349.81
9 6 143 29 1505.27
9 6 144 29 1572.37
9 6 145 29 1866.3
9 6 146 30 1109.79
9 6 147 30 1210.67
9 6 148 30 1252.1
9 6 149 30 1415.24
9 6 150 30 1438.87
9 6 151 31 1383.44
9 6 152 31 1511.22
9 6 153 31 1606.49
9 6 154 31 1995.28
9 6 155 31 1911.41
9 6 156 32 1418.41
9 6 157 32 1458.86
9 6 158 32 1603.22
9 6 159 32 1781.48
9 6 160 32 1913.01
9 6 161 33 1313.11
9 6 162 33 1403.59
9 6 163 33 1641.01
9 6 164 33 1789.45
9 6 165 33 1846.37
9 6 166 34 613.486
9 6 167 34 673.188
9 6 168 34 793.033
9 6 169 34 898.034
9 6 170 34 994.483
9 6 171 35 765.319
9 6 172 35 905.07
9 6 173 35 1000.88
9 6 174 35 1111.52
9 6 175 35 1256.87
9 6 176 36 681.366
9 6 177 36 811.854
9 6 178 36 1012.5
9 6 179 36 1092
9 6 180 36 1333.8
9 7 1 1 260.56
9 7 2 1 260.56
9 7 3 1 260.56
9 7 4 1 263.997
9 7 5 1 297.807
9 7 6 2 247.302
9 7 7 2 247.302
9 7 8 2 238.757
9 7 9 2 299.925
9 7 10 2 323.004
9 7 11 3 305.878
9 7 12 3 305.878
9 7 13 3 340.505
9 7 14 3 343.527
9 7 15 3 357.593
9 7 16 4 305.878
9 7 17 4 305.878
9 7 18 4 373.097
9 7 19 4 343.527
9 7 20 4 360.977
9 7 21 5 312.089
9 7 22 5 312.089
9 7 23 5 391.764
9 7 24 5 407.958
9 7 25 5 403.299
9 7 26 6 312.089
9 7 27 6 369.466
9 7 28 6 379.981
9 7 29 6 400.994
9 7 30 6 409.355
9 7 31 7 507.995
9 7 32 7 576.854
9 7 33 7 617.118
9 7 34 7 592.509
9 7 35 7 608.487
9 7 36 8 507.995
9 7 37 8 507.995
9 7 38 8 608.963
9 7 39 8 616.957
9 7 40 8 687.052
9 7 41 9 383.982
9 7 42 9 439.803
9 7 43 9 419.944
9 7 44 9 437.954
9 7 45 9 531.898
9 7 46 10 443.008
9 7 47 10 570.833
9 7 48 10 570.062
9 7 49 10 600.676
9 7 50 10 705.36
9 7 51 11 443.008
9 7 52 11 513.859
9 7 53 11 629.134
9 7 54 11 741.54
9 7 55 11 733.997
9 7 56 12 390.866
9 7 57 12 431.793
9 7 58 12 474.326
9 7 59 12 496.766
9 7 60 12 473.804
9 7 61 13 2678.23
9 7 62 13 2678.23
9 7 63 13 2446.71
9 7 64 13 2704.91
9 7 65 13 3056.22
9 7 66 14 720.061
9 7 67 14 697.087
9 7 68 14 684.256
9 7 69 14 939.318
9 7 70 14 882.895
9 7 71 15 720.061
9 7 72 15 702.286
9 7 73 15 782.706
9 7 74 15 904.789
9 7 75 15 1025.37
9 7 76 16 491.539
9 7 77 16 452.441
9 7 78 16 495.162
9 7 79 16 553.459
9 7 80 16 624.072
9 7 81 17 505.121
9 7 82 17 557.999
9 7 83 17 593.376
9 7 84 17 528.496
9 7 85 17 664.317
9 7 86 18 862.619
9 7 87 18 818.341
9 7 88 18 1077.92
9 7 89 18 1125.54
9 7 90 18 902.083
9 7 91 19 621.786
9 7 92 19 826.142
9 7 93 19 699.569
9 7 94 19 764.636
9 7 95 19 865.131
9 7 96 20 289.036
9 7 97 20 330.415
9 7 98 20 401.229
9 7 99 20 383.491
9 7 100 20 485.74
9 7 101 21 808.567
9 7 102 21 799.261
9 7 103 21 845.343
9 7 104 21 969.145
9 7 105 21 832.17
9 7 106 22 778.431
9 7 107 22 778.431
9 7 108 22 990.791
9 7 109 22 1021
9 7 110 22 1274.59
9 7 111 23 754.463
9 7 112 23 842.456
9 7 113 23 939.63
9 7 114 23 1037.06
9 7 115 23 997.024
9 7 116 24 725.455
9 7 117 24 829.681
9 7 118 24 985.374
9 7 119 24 868.939
9 7 120 24 1140.47
9 7 121 25 921.853
9 7 122 25 1067.91
9 7 123 25 1103.8
9 7 124 25 1172.05
9 7 125 25 1325.75
9 7 126 26 905.653
9 7 127 26 1049.26
9 7 128 26 1160.84
9 7 129 26 1276.13
9 7 130 26 1443.43
9 7 131 27 957.536
9 7 132 27 1074.72
9 7 133 27 972.499
9 7 134 27 1255.81
9 7 135 27 1483.83
9 7 136 28 1010.42
9 7 137 28 1260.62
9 7 138 28 1340.77
9 7 139 28 1631.47
9 7 140 28 1991.1
9 7 141 29 1115.8
9 7 142 29 1349.81
9 7 143 29 1592.64
9 7 144 29 1529.34
9 7 145 29 2422.83
9 7 146 30 1109.79
9 7 147 30 1250.93
9 7 148 30 1375.25
9 7 149 30 1452.54
9 7 150 30 1640.2
9 7 151 31 1378.96
9 7 152 31 1511.22
9 7 153 31 1639.02
9 7 154 31 1995.28
9 7 155 31 2377.16
9 7 156 32 1418.41
9 7 157 32 1478.84
9 7 158 32 1692.33
9 7 159 32 2019.72
9 7 160 32 2108.42
9 7 161 33 1313.11
9 7 162 33 1403.59
9 7 163 33 1701.42
9 7 164 33 2037.94
9 7 165 33 2178.22
9 7 166 34 617.344
9 7 167 34 698.551
9 7 168 34 815.178
9 7 169 34 892.043
9 7 170 34 1106.09
9 7 171 35 765.319
9 7 172 35 905.07
9 7 173 35 1000.88
9 7 174 35 1145.27
9 7 175 35 1405.24
9 7 176 36 681.366
9 7 177 36 811.854
9 7 178 36 1012.5
9 7 179 36 1035
9 7 180 36 1333.8
10 1 1 1 219.454
10 1 2 1 220.746
10 1 3 1 219.454
10 1 4 1 242.075
10 1 5 1 244.999
10 1 6 2 229.31
10 1 7 2 220.746
10 1 8 2 219.454
10 1 9 2 241.305
10 1 10 2 239.476
10 1 11 3 262.762
10 1 12 3 259.267
10 1 13 3 281.847
10 1 14 3 279.413
10 1 15 3 292.767
10 1 16 4 283.651
10 1 17 4 305.878
10 1 18 4 280.616
10 1 19 4 284.494
10 1 20 4 282.94
10 1 21 5 294.296
10 1 22 5 279.853
10 1 23 5 293.076
10 1 24 5 306.764
10 1 25 5 303.606
10 1 26 6 279.961
10 1 27 6 312.378
10 1 28 6 300.772
10 1 29 6 316.795
10 1 30 6 307.574
10 1 31 7 507.995
10 1 32 7 515.695
10 1 33 7 529.299
10 1 34 7 531.874
10 1 35 7 517.279
10 1 36 8 507.995
10 1 37 8 507.995
10 1 38 8 510.926
10 1 39 8 517.279
10 1 40 8 529.993
10 1 41 9 312.781
10 1 42 9 361.549
10 1 43 9 345.403
10 1 44 9 345.768
10 1 45 9 397.829
10 1 46 10 428.894
10 1 47 10 440.917
10 1 48 10 435.092
10 1 49 10 542.202
10 1 50 10 607.333
10 1 51 11 443.008
10 1 52 11 499.795
10 1 53 11 483.358
10 1 54 11 551.154
10 1 55 11 645.24
10 1 56 12 342.159
10 1 57 12 338.401
10 1 58 12 355.649
10 1 59 12 372.315
10 1 60 12 381.533
10 1 61 13 2027.2
10 1 62 13 1999.71
10 1 63 13 2227.03
10 1 64 13 2319.71
10 1 65 13 2419.77
10 1 66 14 623.161
10 1 67 14 616.146
10 1 68 14 609.189
10 1 69 14 793.97
10 1 70 14 786.75
10 1 71 15 629.733
10 1 72 15 618.768
10 1 73 15 751.206
10 1 74 15 756.832
10 1 75 15 614.673
10 1 76 16 407.14
10 1 77 16 413.659
10 1 78 16 449.368
10 1 79 16 443.083
10 1 80 16 494.352
10 1 81 17 428.745
10 1 82 17 431.271
10 1 83 17 481.411
10 1 84 17 458.865
10 1 85 17 540.864
10 1 86 18 791.689
10 1 87 18 818.341
10 1 88 18 806.465
10 1 89 18 846.648
10 1 90 18 830.693
10 1 91 19 463.412
10 1 92 19 548.158
10 1 93 19 569.862
10 1 94 19 573.342
10 1 95 19 608.34
10 1 96 20 289.636
10 1 97 20 328.386
10 1 98 20 346.12
10 1 99 20 383.491
10 1 100 20 415.481
10 1 101 21 686.599
10 1 102 21 732.088
10 1 103 21 817.016
10 1 104 21 888.876
10 1 105 21 830.093
10 1 106 22 754.463
10 1 107 22 767.157
10 1 108 22 796.251
10 1 109 22 850.861
10 1 110 22 915.556
10 1 111 23 667.182
10 1 112 23 786.218
10 1 113 23 776.98
10 1 114 23 822.06
10 1 115 23 903.255
10 1 116 24 725.455
10 1 117 24 786.255
10 1 118 24 801.901
10 1 119 24 868.939
10 1 120 24 873.965
10 1 121 25 915.744
10 1 122 25 943.379
10 1 123 25 987.898
10 1 124 25 1228.26
10 1 125 25 1160.45
10 1 126 26 828.235
10 1 127 26 1049.26
10 1 128 26 938.153
10 1 129 26 1091.64
10 1 130 26 1193.93
10 1 131 27 930.934
10 1 132 27 932.864
10 1 133 27 972.499
10 1 134 27 1074.71
10 1 135 27 1174.83
10 1 136 28 916.166
10 1 137 28 1260.62
10 1 138 28 1203.34
10 1 139 28 1631.47
10 1 140 28 1991.1
10 1 141 29 1115.8
10 1 142 29 1349.81
10 1 143 29 1384.85
10 1 144 29 1647.54
10 1 145 29 1866.3
10 1 146 30 1089.97
10 1 147 30 1250.93
10 1 148 30 1292.14
10 1 149 30 1415.24
10 1 150 30 1540.88
